CONVERSATION_ID,CONVERSATION_STEP,TEXT,LANGUAGE,LABEL,CONTEXT,FEATURES
1671,5,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
2213,4,We detected a dangerous virus on your computer that is stealing your data.,English,scam,False technical alert,"technical_jargon, panic"
1442,4,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
2117,5,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
2233,1,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
1119,4,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
2368,5,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
2418,1,"Badhaai ho! Aapne hamare lucky draw mein $50,000 ka grand prize jeeta hai.",Hinglish,scam,Too good to be true,"excitement, greed"
2108,1,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1158,1,"Dadi, main hoon. Main musibat mein hoon aur mujhe bail ke liye paise chahiye.",Hinglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1165,3,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1926,2,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
2456,1,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1122,5,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
1362,1,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
2013,2,"Agar aapne turant pay nahi kiya, toh humein arrest warrant issue karna padega.",Hinglish,scam,Threat of arrest,"fear_mongering, urgency"
1279,1,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
2478,5,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
2050,4,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
2462,4,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1426,1,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
1050,3,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
2255,5,We detected a dangerous virus on your computer that is stealing your data.,English,scam,False technical alert,"technical_jargon, panic"
1469,2,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
2379,3,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1278,1,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
1275,3,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
1843,4,"Neenga udane panam kattalana, naanga arrest warrant issue panna vendi varum.",Tanglish,scam,Threat of arrest,"fear_mongering, urgency"
2175,3,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1932,4,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
1373,3,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
1587,2,"Agar aapne turant pay nahi kiya, toh humein arrest warrant issue karna padega.",Hinglish,scam,Threat of arrest,"fear_mongering, urgency"
1175,3,This is Officer John from the Tax Bureau. You have a pending lawsuit against you.,English,scam,Authority intimidation,"threatening, urgency"
1116,2,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
1866,2,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
2234,1,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
2463,2,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1731,1,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
2150,1,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
1207,3,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
2002,3,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
1009,3,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1084,2,Naan Tax Bureau-la irundhu Officer John pesren. Unga mela oru vazhakku pending-la iruku.,Tanglish,scam,Authority intimidation,"threatening, urgency"
1795,5,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1875,1,Yeh remote support software download kijiye taaki main yeh issue fix kar sakoon.,Hinglish,scam,Remote access request,"commanding, solution_offer"
2045,4,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
2471,1,Download this remote support software so I can fix the issue for you.,English,scam,Remote access request,"commanding, solution_offer"
2429,5,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
1569,5,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
1250,5,We detected a dangerous virus on your computer that is stealing your data.,English,scam,False technical alert,"technical_jargon, panic"
1969,4,Naan Tax Bureau-la irundhu Officer John pesren. Unga mela oru vazhakku pending-la iruku.,Tanglish,scam,Authority intimidation,"threatening, urgency"
1138,4,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1272,1,Aapko apni winnings release karne ke liye bas ek choti si processing fee deni hogi.,Hinglish,scam,Advance fee fraud,request_money
1785,3,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
2491,4,"Paati, idhu naan dhaan. Naan oru prachanai-la maatikiten, bail-ku panam thevai padudhu.",Tanglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1925,4,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1308,4,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
2221,3,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
1875,1,Yeh remote support software download kijiye taaki main yeh issue fix kar sakoon.,Hinglish,scam,Remote access request,"commanding, solution_offer"
1622,3,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
2071,1,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
1510,5,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
1471,2,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1738,4,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1194,4,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
1726,1,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
1791,3,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
1432,2,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
1430,4,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
1734,5,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
1424,1,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
1040,1,We detected a dangerous virus on your computer that is stealing your data.,English,scam,False technical alert,"technical_jargon, panic"
1028,1,"Grandma, it's me. I'm in trouble and I need money for bail.",English,scam,Family emergency impersonation,"emotional_manipulation, distress"
1503,5,"Dadi, main hoon. Main musibat mein hoon aur mujhe bail ke liye paise chahiye.",Hinglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1997,1,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
1872,4,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1096,1,"Paati, idhu naan dhaan. Naan oru prachanai-la maatikiten, bail-ku panam thevai padudhu.",Tanglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1732,3,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
2114,2,"If you do not pay immediately, we will have to issue an arrest warrant.",English,scam,Threat of arrest,"fear_mongering, urgency"
1564,4,Unga parisa release panna neenga oru chinna processing fee kattiya aaganum.,Tanglish,scam,Advance fee fraud,request_money
1571,3,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
2267,4,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
1066,5,Naan Tax Bureau-la irundhu Officer John pesren. Unga mela oru vazhakku pending-la iruku.,Tanglish,scam,Authority intimidation,"threatening, urgency"
1352,5,We detected a dangerous virus on your computer that is stealing your data.,English,scam,False technical alert,"technical_jargon, panic"
1444,3,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1613,2,You just need to pay a small processing fee to release your winnings.,English,scam,Advance fee fraud,request_money
2224,2,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
1225,1,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1288,4,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
2382,2,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
1185,2,"Dadi, main hoon. Main musibat mein hoon aur mujhe bail ke liye paise chahiye.",Hinglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
2281,1,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
2065,1,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
2198,2,"Congratulations! You have won a grand prize of $50,000 in our lucky draw.",English,scam,Too good to be true,"excitement, greed"
1042,1,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
2481,2,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1618,5,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1862,2,"Grandma, it's me. I'm in trouble and I need money for bail.",English,scam,Family emergency impersonation,"emotional_manipulation, distress"
2482,4,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1108,2,"Vazhthukkal! Enga lucky draw-la neenga $50,000 grand prize win pannirukinga.",Tanglish,scam,Too good to be true,"excitement, greed"
1375,2,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1995,2,"Badhaai ho! Aapne hamare lucky draw mein $50,000 ka grand prize jeeta hai.",Hinglish,scam,Too good to be true,"excitement, greed"
1053,1,"Badhaai ho! Aapne hamare lucky draw mein $50,000 ka grand prize jeeta hai.",Hinglish,scam,Too good to be true,"excitement, greed"
1033,5,"Paati, idhu naan dhaan. Naan oru prachanai-la maatikiten, bail-ku panam thevai padudhu.",Tanglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1176,3,Main Tax Bureau se Officer John bol raha hoon. Aapke khilaaf ek pending lawsuit hai.,Hinglish,scam,Authority intimidation,"threatening, urgency"
1176,3,Main Tax Bureau se Officer John bol raha hoon. Aapke khilaaf ek pending lawsuit hai.,Hinglish,scam,Authority intimidation,"threatening, urgency"
2335,2,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
1819,5,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
2480,2,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1404,4,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
2245,3,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1798,1,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1554,3,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
1367,3,"Congratulations! You have won a grand prize of $50,000 in our lucky draw.",English,scam,Too good to be true,"excitement, greed"
1460,3,This is Officer John from the Tax Bureau. You have a pending lawsuit against you.,English,scam,Authority intimidation,"threatening, urgency"
2050,4,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
1726,1,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
1069,5,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
2185,3,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
2471,1,Download this remote support software so I can fix the issue for you.,English,scam,Remote access request,"commanding, solution_offer"
1941,3,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1326,5,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
1989,2,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
2347,5,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
1551,4,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
2131,5,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
2138,5,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
1835,2,This is Officer John from the Tax Bureau. You have a pending lawsuit against you.,English,scam,Authority intimidation,"threatening, urgency"
2268,2,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
2477,5,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
2183,3,Download this remote support software so I can fix the issue for you.,English,scam,Remote access request,"commanding, solution_offer"
2295,1,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1275,3,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
2313,1,"Badhaai ho! Aapne hamare lucky draw mein $50,000 ka grand prize jeeta hai.",Hinglish,scam,Too good to be true,"excitement, greed"
2294,3,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1521,4,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1746,4,Aapko apni winnings release karne ke liye bas ek choti si processing fee deni hogi.,Hinglish,scam,Advance fee fraud,request_money
1596,4,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
2374,1,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
2242,5,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1441,2,"Neenga udane panam kattalana, naanga arrest warrant issue panna vendi varum.",Tanglish,scam,Threat of arrest,"fear_mongering, urgency"
1356,2,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1452,5,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
1126,1,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
1355,5,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1341,2,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
1103,1,Download this remote support software so I can fix the issue for you.,English,scam,Remote access request,"commanding, solution_offer"
2266,2,"Neenga udane panam kattalana, naanga arrest warrant issue panna vendi varum.",Tanglish,scam,Threat of arrest,"fear_mongering, urgency"
1584,3,Main Tax Bureau se Officer John bol raha hoon. Aapke khilaaf ek pending lawsuit hai.,Hinglish,scam,Authority intimidation,"threatening, urgency"
1656,3,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
2225,2,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
2128,3,"Neenga udane panam kattalana, naanga arrest warrant issue panna vendi varum.",Tanglish,scam,Threat of arrest,"fear_mongering, urgency"
1178,1,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
1002,2,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
2392,1,"Vanakkam, nalaiku unga dentist appointment-a confirm panna koopidren.",Tanglish,neutral,Routine confirmation,"polite, specific_detail"
2219,2,Download this remote support software so I can fix the issue for you.,English,scam,Remote access request,"commanding, solution_offer"
1361,1,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
1958,4,"Grandma, it's me. I'm in trouble and I need money for bail.",English,scam,Family emergency impersonation,"emotional_manipulation, distress"
1136,4,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
2173,3,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
2345,1,Download this remote support software so I can fix the issue for you.,English,scam,Remote access request,"commanding, solution_offer"
2363,5,This is Officer John from the Tax Bureau. You have a pending lawsuit against you.,English,scam,Authority intimidation,"threatening, urgency"
2095,2,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1035,4,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
1858,5,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
1330,2,Naan Tax Bureau-la irundhu Officer John pesren. Unga mela oru vazhakku pending-la iruku.,Tanglish,scam,Authority intimidation,"threatening, urgency"
1673,3,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
2020,4,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
2128,3,"Neenga udane panam kattalana, naanga arrest warrant issue panna vendi varum.",Tanglish,scam,Threat of arrest,"fear_mongering, urgency"
2454,1,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
2152,2,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
2004,3,"Badhaai ho! Aapne hamare lucky draw mein $50,000 ka grand prize jeeta hai.",Hinglish,scam,Too good to be true,"excitement, greed"
1514,5,"Congratulations! You have won a grand prize of $50,000 in our lucky draw.",English,scam,Too good to be true,"excitement, greed"
1965,4,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
1443,3,"Haan, woh waqt mere liye bilkul sahi hai. Shukriya.",Hinglish,neutral,Confirmation response,agreement
2494,1,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
1456,3,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
2376,1,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
1539,5,Aapko apni winnings release karne ke liye bas ek choti si processing fee deni hogi.,Hinglish,scam,Advance fee fraud,request_money
2499,4,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
2247,3,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
2244,4,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1090,1,Naan Tax Bureau-la irundhu Officer John pesren. Unga mela oru vazhakku pending-la iruku.,Tanglish,scam,Authority intimidation,"threatening, urgency"
1018,4,"Vazhthukkal! Enga lucky draw-la neenga $50,000 grand prize win pannirukinga.",Tanglish,scam,Too good to be true,"excitement, greed"
1804,1,"Vazhthukkal! Enga lucky draw-la neenga $50,000 grand prize win pannirukinga.",Tanglish,scam,Too good to be true,"excitement, greed"
2464,2,Unga package front desk-ku vandhuruchu. Dayavu seidhu adha eduthukonga.,Tanglish,neutral,Delivery notification,informative
1901,5,You just need to pay a small processing fee to release your winnings.,English,scam,Advance fee fraud,request_money
1976,2,"If you do not pay immediately, we will have to issue an arrest warrant.",English,scam,Threat of arrest,"fear_mongering, urgency"
1553,4,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
1353,4,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
1572,4,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
1975,5,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
1714,1,"Indha remote support software-a download pannunga, appo dhaan ennala indha prachanaya sari panna mudiyum.",Tanglish,scam,Remote access request,"commanding, solution_offer"
2304,2,Main Tax Bureau se Officer John bol raha hoon. Aapke khilaaf ek pending lawsuit hai.,Hinglish,scam,Authority intimidation,"threatening, urgency"
1656,3,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
2109,1,Aapka package front desk par aa gaya hai. Kripya usse collect kar lijiye.,Hinglish,neutral,Delivery notification,informative
1931,3,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
1823,5,This is Officer John from the Tax Bureau. You have a pending lawsuit against you.,English,scam,Authority intimidation,"threatening, urgency"
1786,5,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1841,5,"If you do not pay immediately, we will have to issue an arrest warrant.",English,scam,Threat of arrest,"fear_mongering, urgency"
1820,3,We detected a dangerous virus on your computer that is stealing your data.,English,scam,False technical alert,"technical_jargon, panic"
2092,4,Unga computer-la unga data-va thirudara oru aabathana virus irukradha kandupidichirukom.,Tanglish,scam,False technical alert,"technical_jargon, panic"
1129,4,"Vazhthukkal! Enga lucky draw-la neenga $50,000 grand prize win pannirukinga.",Tanglish,scam,Too good to be true,"excitement, greed"
1601,2,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
1973,5,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
1167,1,Yeh remote support software download kijiye taaki main yeh issue fix kar sakoon.,Hinglish,scam,Remote access request,"commanding, solution_offer"
2172,2,Verification ke liye kya aap apna date of birth confirm kar sakte hain?,Hinglish,neutral,Standard verification (context dependent),verification_request
2160,2,"Dadi, main hoon. Main musibat mein hoon aur mujhe bail ke liye paise chahiye.",Hinglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1067,2,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
2351,1,"If you do not pay immediately, we will have to issue an arrest warrant.",English,scam,Threat of arrest,"fear_mongering, urgency"
2032,1,"Aama, andha time enaku sariya irukum. Nandri.",Tanglish,neutral,Confirmation response,agreement
1259,3,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
1260,3,"Namaste, main kal ke liye aapka dentist appointment confirm karne ke liye call kar raha hoon.",Hinglish,neutral,Routine confirmation,"polite, specific_detail"
1032,5,"Dadi, main hoon. Main musibat mein hoon aur mujhe bail ke liye paise chahiye.",Hinglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1865,1,"Yes, that time works perfectly for me. Thank you.",English,neutral,Confirmation response,agreement
1451,2,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
1064,5,This is Officer John from the Tax Bureau. You have a pending lawsuit against you.,English,scam,Authority intimidation,"threatening, urgency"
1625,1,"Grandma, it's me. I'm in trouble and I need money for bail.",English,scam,Family emergency impersonation,"emotional_manipulation, distress"
1597,2,Verification-kaga unga date of birth-a confirm panna mudiyuma?,Tanglish,neutral,Standard verification (context dependent),verification_request
2375,5,"Hello, I am calling to confirm your dentist appointment for tomorrow.",English,neutral,Routine confirmation,"polite, specific_detail"
2049,3,Humne aapke computer mein ek dangerous virus detect kiya hai jo aapka data chura raha hai.,Hinglish,scam,False technical alert,"technical_jargon, panic"
1334,4,"If you do not pay immediately, we will have to issue an arrest warrant.",English,scam,Threat of arrest,"fear_mongering, urgency"
1589,3,Can you confirm your date of birth for verification?,English,neutral,Standard verification (context dependent),verification_request
2073,3,"Agar aapne turant pay nahi kiya, toh humein arrest warrant issue karna padega.",Hinglish,scam,Threat of arrest,"fear_mongering, urgency"
2311,2,Naan Tax Bureau-la irundhu Officer John pesren. Unga mela oru vazhakku pending-la iruku.,Tanglish,scam,Authority intimidation,"threatening, urgency"
1537,3,Unga parisa release panna neenga oru chinna processing fee kattiya aaganum.,Tanglish,scam,Advance fee fraud,request_money
1977,2,"Agar aapne turant pay nahi kiya, toh humein arrest warrant issue karna padega.",Hinglish,scam,Threat of arrest,"fear_mongering, urgency"
1864,5,"Paati, idhu naan dhaan. Naan oru prachanai-la maatikiten, bail-ku panam thevai padudhu.",Tanglish,scam,Family emergency impersonation,"emotional_manipulation, distress"
1775,2,Your package has arrived at the front desk. Please collect it.,English,neutral,Delivery notification,informative
